Time,Disk-1,Disk-2,Disk-3,Disk-4,Disk-5,Disk-6,Disk-7,Disk-8,Disk-9,Disk-10,Disk-11,Disk-12,Disk-13,Disk-14,Disk-15,Disk-16,Disk-17,Disk-18,Disk-19,Disk-20,Total
5174,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5175,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5176,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5177,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5178,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5179,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5180,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5181,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5182,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5183,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5184,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5185,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5186,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5187,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5188,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5189,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5190,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5191,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5192,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5193,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5194,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5
5195,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4
5196,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4
5197,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4
5198,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4
5199,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4
5200,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
5201,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
5202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
5203,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
5204,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
5205,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3
5206,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4
5207,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5
5208,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5
5209,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5
5210,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5
5211,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4
5212,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4
5213,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4
5214,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
5215,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
5216,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
5217,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
5218,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
5219,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
5220,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5221,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5222,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5223,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5224,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5225,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5226,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
5227,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
5228,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5229,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5230,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5231,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5232,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5233,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5234,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5235,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5236,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5237,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5238,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5239,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5240,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5241,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5242,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
5243,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6
5244,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,7
5245,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,7
5246,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6
5247,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5248,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5249,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5250,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5251,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5252,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5254,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
5255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
5271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3
5282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4
5283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
5284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
5312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5314,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5315,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5316,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5317,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5318,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5319,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5320,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5321,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5323,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5324,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5326,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5327,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5328,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5329,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5330,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5331,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5332,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5334,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5336,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5337,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5338,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5339,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5340,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5341,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5342,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5343,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5344,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5345,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5346,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5347,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5348,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5349,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5350,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
5351,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
5352,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
5353,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
5354,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5355,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5356,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5357,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5358,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5359,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5360,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5361,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5362,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
5363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
5377,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
5378,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
5379,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
5380,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5391,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5392,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5393,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5394,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5395,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5396,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5397,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5398,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5399,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5400,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5401,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5402,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5403,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5404,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5405,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5406,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5407,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5408,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5409,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5410,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5411,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5412,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5413,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5414,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5415,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5416,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
